x,y,z
-0.0786625778,-0.3721203810,1.6823365100
-0.0787059337,-0.3670305470,1.6819877486
-0.0787243202,-0.3618276591,1.6816160480
-0.0787212192,-0.3565168224,1.6812243036
-0.0787000328,-0.3511054984,1.6808157316
-0.0786638952,-0.3456032649,1.6803937422
-0.0786155058,-0.3400214716,1.6799618214
-0.0785569914,-0.3343728063,1.6795234245
-0.0574035079,-0.3790845060,2.2262655020
-0.0567508730,-0.3733393716,2.2234309087
-0.0560477908,-0.3676146362,2.2205888377
-0.0553022725,-0.3619311154,2.2177457168
-0.0545223529,-0.3563067297,2.2149072233
-0.0537158543,-0.3507558864,2.2120779888
-0.0528901760,-0.3452890542,2.2092613365
-0.0520521212,-0.3399125374,2.2064590556
-0.0512077660,-0.3346284413,2.2036712194
-0.0503623752,-0.3294348135,2.2008960504
-0.0495203627,-0.3243259335,2.1981298389
-0.0486852939,-0.3192927229,2.1953669207
-0.0478599235,-0.3143232449,2.1925997198
-0.0470462628,-0.3094032668,2.1898188639
-0.0462456672,-0.3045168590,2.1870133774
-0.0454589388,-0.2996470121,2.1841709575
-0.0446864346,-0.2947762557,2.1812783315
-0.0439281766,-0.2898872671,2.1783216940
-0.0431839579,-0.2849634609,2.1752872121
-0.0424534410,-0.2799895492,2.1721615837
-0.0417362463,-0.2749520645,2.1689326274
-0.0410320282,-0.2698398339,2.1655898763
-0.0403405375,-0.2646443909,2.1621251457
-0.0396616697,-0.2593603125,2.1585330413
-0.0389954983,-0.2539854631,2.1548113771
-0.0383422928,-0.2485211337,2.1509614721
-0.0377025221,-0.2429720608,2.1469883063
-0.0370768425,-0.2373463188,2.1429005164
-0.0364660724,-0.2316550800,2.1387102283
-0.0358711542,-0.2259122475,2.1344327292
-0.0352931050,-0.2201339693,2.1300859940
-0.0347329597,-0.2143380527,2.1256900881
-0.0341917072,-0.2085432993,2.1212664794
-0.5361812640,-0.0574651366,1.0930695284
-0.5293593286,-0.0570206828,1.0924330823
-0.5225876660,-0.0566399769,1.0917799011
-0.5159077716,-0.0563320154,1.0911215075
-0.5093541542,-0.0561019886,1.0904676592
-0.5029529376,-0.0559512000,1.0898261649
-0.4967212089,-0.0558772264,1.0892028738
-0.4906670380,-0.0558742864,1.0886018140
-0.4847900362,-0.0559337670,1.0880254407
-0.4790822874,-0.0560448444,1.0874749455
-0.4735294872,-0.0561951349,1.0869505785
-0.4681121377,-0.0563713190,1.0864519419
-0.4628066851,-0.0565596942,1.0859782253
-0.4575865272,-0.0567466293,1.0855283681
-0.4524228636,-0.0569189095,1.0851011453
-0.4472853977,-0.0570639756,1.0846951888
-0.4421429338,-0.0571700744,1.0843089603
-0.4369639287,-0.0572263401,1.0839406996
-0.4317170628,-0.0572228351,1.0835883709
-0.4263718904,-0.0571505713,1.0832496269
-0.4208996093,-0.0570015327,1.0829218043
-0.4152739639,-0.0567687115,1.0826019584
-0.4094722648,-0.0564461635,1.0822869363
-0.4034764752,-0.0560290796,1.0819734815
-0.3972742879,-0.0555138675,1.0816583593
-0.3908600952,-0.0548982298,1.0813384876
-0.3842357490,-0.0541812254,1.0810110589
-0.3774110092,-0.0533633013,1.0806736409
-0.3704036021,-0.0524462834,1.0803242455
-0.3632388377,-0.0514333200,1.0799613616
-0.3559487766,-0.0503287763,1.0795839513
-0.3485709766,-0.0491380833,1.0791914146
-0.3411468908,-0.0478675483,1.0787835277
-0.2145453599,-0.2910157005,0.5016394315
-0.2130054986,-0.2861115386,0.4999123099
-0.2115044257,-0.2812491508,0.4981807226
-0.2100394241,-0.2764384331,0.4964517423
-0.2086080123,-0.2716865941,0.4947309305
-0.2072077879,-0.2669980262,0.4930221265
-0.2058362490,-0.2623743864,0.4913274246
-0.2044906109,-0.2578148376,0.4896473048
-0.2031676306,-0.2533163909,0.4879808717
-0.2018634523,-0.2488742880,0.4863261492
-0.2005734822,-0.2444823707,0.4846803890
-0.1992922970,-0.2401333985,0.4830403580
-0.1980135891,-0.2358192902,0.4814025822
-0.1967301493,-0.2315312841,0.4797635371
-0.1954338866,-0.2272600237,0.4781197814
-0.1941158880,-0.2229955927,0.4764680392
-0.1927665196,-0.2187275277,0.4748052362
-0.1913755772,-0.2144448465,0.4731284986
-0.1899324940,-0.2101361286,0.4714351221
-0.1884266132,-0.2057896805,0.4697225176
-0.1868475330,-0.2013938109,0.4679881415
-0.1851855236,-0.1969372267,0.4662294162
-0.1834320085,-0.1924095449,0.4644436486
-0.1815800892,-0.1878018951,0.4626279543
-0.1796250812,-0.1831075725,0.4607791967
-0.1775650157,-0.1783226833,0.4588939464
-0.1754010580,-0.1734467167,0.4569684719
-0.1731377858,-0.1684829774,0.4549987624
-0.1707832826,-0.1634388171,0.4529805887
-0.1683490083,-0.1583256220,0.4509095981
-0.1658494342,-0.1531585342,0.4487814417
-0.1633014494,-0.1479559129,0.4465919246
-0.1607235714,-0.1427385661,0.4443371697
0.2770111374,0.3788874465,0.9577290102
0.2767291414,0.3727860198,0.9543658301
0.2763283254,0.3668121347,0.9509600869
0.2758200770,0.3610191570,0.9475327372
0.2752094211,0.3554458709,0.9441028978
0.2744959355,0.3501149013,0.9406875504
0.2736743667,0.3450327136,0.9373013886
0.2727349958,0.3401908826,0.9339567876
0.2716638499,0.3355682347,0.9306638639
0.2704428756,0.3311334628,0.9274305912
0.2690501941,0.3268478745,0.9242629509
0.2674605555,0.3226680381,0.9211651093
0.2656460904,0.3185481976,0.9181396253
0.2635774306,0.3144424247,0.9151877065
0.2612252276,0.3103065341,0.9123095246
0.2585620440,0.3060998171,0.9095046008
0.2555645294,0.3017866362,0.9067722513
0.2522157269,0.2973378893,0.9041120679
0.2485073012,0.2927323048,0.9015243941
0.2444414484,0.2879574876,0.8990107425
0.2400322423,0.2830106077,0.8965741000
0.2353062079,0.2778986214,0.8942190732
0.2303019820,0.2726379422,0.8919518428
0.2250690162,0.2672535222,0.8897799179
0.2196653865,0.2617773739,0.8877117064
0.2141548796,0.2562466240,0.8857559419
0.2825987807,1.0292022433,0.8510099503
0.2855141285,1.0222698267,0.8483562787
0.2883390583,1.0153754627,0.8458003889
0.2910443147,1.0085731793,0.8433688800
0.2936054230,1.0019086232,0.8410817522
0.2960036416,0.9954175396,0.8389515907
0.2982265059,0.9891250541,0.8369833029
0.3002679606,0.9830456997,0.8351743757
0.3021281158,0.9771840619,0.8335155748
0.3038126853,0.9715358787,0.8319919780
0.3053321858,0.9660894165,0.8305842198
0.3067009816,0.9608269562,0.8292698248
0.3079362566,0.9557262515,0.8280245212
0.3090569891,0.9507618621,0.8268234459
0.3100829913,0.9459063106,0.8256421782
0.3110340607,0.9411310520,0.8244575675
0.3119292743,0.9364072795,0.8232483439
0.3127864429,0.9317066109,0.8219955232
0.3136217282,0.9270017110,0.8206826308
0.3144494147,0.9222668998,0.8192957796
0.3152818210,0.9174787838,0.8178236421
0.3161293250,0.9126169248,0.8162573512
0.3170004762,0.9076645369,0.8145903643
0.3179021665,0.9026091780,0.8128183144
0.3188398263,0.8974433816,0.8109388639
0.3198176221,0.8921651643,0.8089515711
0.3208386283,0.8867783395,0.8068577673
0.3219049567,0.8812925778,0.8046604433
0.3230178317,0.8757231701,0.8023641352
0.3241776057,0.8700904733,0.7999748041
0.3253837175,0.8644190489,0.7974997009
0.3266346037,0.8587365304,0.7949472131
0.3279275753,0.8530722869,0.7923266923
-0.2941351299,-0.6265728496,0.7048521723
-0.2962100082,-0.6203937136,0.6983138217
-0.2982571795,-0.6143282868,0.6918708669
-0.3002558724,-0.6084164544,0.6855761283
-0.3021871731,-0.6026894155,0.6794721973
-0.3040342602,-0.5971684282,0.6735904290
-0.3057824509,-0.5918644084,0.6679508915
-0.3074190847,-0.5867782884,0.6625631226
-0.3089332848,-0.5819019689,0.6574274831
-0.3103156463,-0.5772196698,0.6525368641
-0.3115578969,-0.5727094808,0.6478785154
-0.3126525748,-0.5683449378,0.6434357994
-0.3135927538,-0.5640964908,0.6391897232
-0.3143718396,-0.5599327782,0.6351201650
-0.3149834461,-0.5558216703,0.6312067648
-0.3154213570,-0.5517310869,0.6274294974
-0.3156795675,-0.5476296270,0.6237689840
-0.3157523991,-0.5434870664,0.6202066168
-0.3156346791,-0.5392747885,0.6167245814
-0.3153219716,-0.5349662065,0.6133058566
-0.3148108475,-0.5305372230,0.6099342580
-0.3140991771,-0.5259667498,0.6065945715
-0.3131864277,-0.5212372872,0.6032727972
-0.3120739431,-0.5163355356,0.5999565010
-0.3107651816,-0.5112529931,0.5966352479
-0.3092658875,-0.5059864740,0.5933010699
-0.3075841731,-0.5005384819,0.5899489164
-0.3057304912,-0.4949173699,0.5865770221
-0.3037174883,-0.4891372391,0.5831871413
-0.3015597348,-0.4832175440,0.5797846014
-0.2992733428,-0.4771824037,0.5763781507
-0.2968754908,-0.4710596460,0.5729795948
-0.2943838870,-0.4648796370,0.5696032372
0.2797671693,-0.6666171499,0.8995893600
0.2788205328,-0.6602030083,0.9016444139
0.2776365205,-0.6539518760,0.9037188720
0.2762291666,-0.6478959641,0.9057869166
0.2746171432,-0.6420584734,0.9078240572
0.2728225439,-0.6364526830,0.9098082730
0.2708696361,-0.6310819462,0.9117207541
0.2687836577,-0.6259404729,0.9135462517
0.2665897216,-0.6210147149,0.9152730930
0.2643118786,-0.6162851327,0.9168929396
0.2619723698,-0.6117281291,0.9184003832
0.2595910817,-0.6073179523,0.9197924646
0.2571851986,-0.6030284198,0.9210681899
0.2547690343,-0.5988343604,0.9222280969
0.2523540130,-0.5947127221,0.9232739029
0.2499487659,-0.5906433373,0.9242082458
0.2475593083,-0.5866093702,0.9250345133
0.2451892660,-0.5825974919,0.9257567465
0.2428401262,-0.5785978406,0.9263795958
0.2405114955,-0.5746038238,0.9269083074
0.2382013558,-0.5706118150,0.9273487195
0.2359063175,-0.5666207870,0.9277072512
0.2336218725,-0.5626319123,0.9279908713
0.2313426546,-0.5586481513,0.9282070386
0.2290627144,-0.5546738381,0.9283636114
0.2267758133,-0.5507142704,0.9284687234
0.2244757387,-0.5467753049,0.9285306315
0.2221566347,-0.5428629599,0.9285575381
0.2198133390,-0.5389830312,0.9285573965
0.2174417093,-0.5351407263,0.9285377069
0.2150389209,-0.5313403297,0.9285053126
0.2126037116,-0.5275849122,0.9284662061
0.2101365558,-0.5238760995,0.9284253574
0.2076397473,-0.5202139146,0.9283865713
0.2051173794,-0.5165967061,0.9283523864
0.2025752186,-0.5130211680,0.9283240200
0.2000204727,-0.5094824532,0.9283013651
0.1974614680,-0.5059743720,0.9282830409
0.1949072514,-0.5024896640,0.9282664934
0.1923671454,-0.4990203210,0.9282481430
0.0266605817,-0.1725878407,0.8108533806
0.0247784246,-0.1664262101,0.8071683358
0.0229624025,-0.1603043645,0.8035285978
0.0212149925,-0.1542464647,0.7999507057
0.0195374549,-0.1482742955,0.7964488803
0.0179297869,-0.1424063619,0.7930345372
0.0163907434,-0.1366571378,0.7897159548
0.0149179213,-0.1310364933,0.7864981116
0.0135079032,-0.1255493142,0.7833826935
0.0121564482,-0.1201953156,0.7803682619
0.0108587201,-0.1149690421,0.7774505568
0.0096095357,-0.1098600384,0.7746229034
0.0084036195,-0.1048531732,0.7718766835
0.0072358491,-0.0999290982,0.7692018301
0.0061014777,-0.0950648270,0.7665873056
0.0049963219,-0.0902344248,0.7640215274
0.0039169061,-0.0854098023,0.7614927150
0.0028605586,-0.0805616139,0.7589891374
0.0018254546,-0.0756602586,0.7564992548
0.0008106101,-0.0706769805,0.7540117562
-0.0001841725,-0.0655850589,0.7515155059
-0.0011583995,-0.0603610650,0.7489994213
-0.0021110120,-0.0549861501,0.7464523098
-0.0030405352,-0.0494473127,0.7438626985
-0.0039452369,-0.0437385778,0.7412186914
-0.0048232844,-0.0378620098,0.7385078867
-0.0056728884,-0.0318284740,0.7357173831
-0.0064924226,-0.0256580644,0.7328338966
-0.0072805121,-0.0193801265,0.7298439969
-0.0080360830,-0.0130328227,0.7267344641
-0.0087583730,-0.0066622183,0.7234927497
-0.0094469042,-0.0003209007,0.7201075174
-0.0101014220,0.0059338186,0.7165692231
0.3250057977,1.0259659507,1.8830084660
0.3266796067,1.0232627838,1.8825790070
0.3282109560,1.0205312606,1.8819618097
0.3296108783,1.0178103999,1.8811005629
0.3309123340,1.0151433129,1.8799876609
0.3321344046,1.0125580499,1.8786345726
0.3332848217,1.0100690937,1.8770618489
0.3343682046,1.0076819854,1.8752941318
0.3353918314,1.0053963713,1.8733578564
0.3363675874,1.0032077187,1.8712800495
0.3373109804,1.0011088247,1.8690870488
0.3382387596,0.9990915545,1.8668029149
0.3391664874,0.9971485340,1.8644479456
0.3401068831,0.9952742905,1.8620377513
0.3410692105,0.9934654653,1.8595830483
0.3420596353,0.9917199540,1.8570899583
0.3430823294,0.9900350260,1.8545603961
0.3441410745,0.9884046216,1.8519921383
0.3452410964,0.9868162062,1.8493783986
0.3463907926,0.9852478072,1.8467070902
0.3476029230,0.9836660851,1.8439603003
0.3488948085,0.9820263567,1.8411146554
0.3502872068,0.9802752363,1.8381431330
0.3518018270,0.9783559832,1.8350184501
0.3534578305,0.9762158880,1.8317176042
0.3552680133,0.9738143541,1.8282266468
0.3572355312,0.9711300035,1.8245445470
0.3593519515,0.9681652748,1.8206851462
0.3615971086,0.9649475588,1.8166766519
0.3639408113,0.9615267173,1.8125587291
0.3663460328,0.9579696169,1.8083778035
0.0061283160,0.0375995151,1.4771151686
0.0063522802,0.0353696904,1.4724545765
0.0065056130,0.0331446083,1.4678001415
0.0065949739,0.0309576687,1.4631528718
0.0066265335,0.0288412378,1.4585132876
0.0066057845,0.0268261368,1.4538812931
0.0014587343,0.0227613734,1.4464504344
0.0022741464,0.0210086098,1.4423369375
0.0029867201,0.0194296014,1.4381901715
0.0035740859,0.0180510941,1.4339984065
0.0040228083,0.0168945346,1.4297535876
0.0043279201,0.0159763575,1.4254509624
0.0044914236,0.0153086870,1.4210882824
0.0045202833,0.0149002356,1.4166648263
0.0044243798,0.0147571840,1.4121804672
0.0042147565,0.0148838603,1.4076349412
0.0039023426,0.0152830970,1.4030274085
0.0034971920,0.0159562129,1.3983563270
0.0030081842,0.0169026505,1.3936196083
0.0024430696,0.0181193641,1.3888149894
0.0018087247,0.0196001105,1.3839405310
0.0011114853,0.0213348172,1.3789951496
0.0003574546,0.0233091911,1.3739790938
-0.0004472882,0.0255046912,1.3688942947
-0.0012966092,0.0278989167,1.3637445398
-0.0021843755,0.0304663885,1.3585354495
-0.0031046158,0.0331796265,1.3532742579
0.0353221672,0.0434791901,2.1928835492
0.0331760408,0.0448573175,2.1854245419
0.0310407193,0.0461915111,2.1780586311
0.0289322576,0.0474786246,2.1708273697
0.0268644886,0.0487173176,2.1637646907
0.0248483539,0.0499080334,2.1568958820
0.0228915118,0.0510528300,2.1502371920
0.0209982312,0.0521550777,2.1437960034
0.0191695491,0.0532190483,2.1375714705
0.0174036561,0.0542494307,2.1315554878
0.0156964550,0.0552508136,2.1257338569
0.0140422322,0.0562271759,2.1200875304
0.0124343809,0.0571814256,2.1145938363
0.0108661152,0.0581150247,2.1092276156
0.0093311237,0.0590277274,2.1039622397
0.0078241194,0.0599174561,2.0987704987
0.0063412545,0.0607803250,2.0936253716
0.0048803824,0.0616108141,2.0885007006
0.0034411605,0.0624020819,2.0833717934
0.0020249994,0.0631463976,2.0782159713
0.0006348765,0.0638356599,2.0730130707
-0.0007249607,0.0644619656,2.0677458951
-0.0020493717,0.0650181822,2.0624005999
-0.0033327442,0.0654984818,2.0569669893
-0.0045694268,0.0658987914,2.0514386944
0.0086896059,0.0902445935,2.0403229746
0.0059377551,0.0876187473,2.0355219258
0.0033054396,0.0850663325,2.0305033151
0.0008176773,0.0826184294,2.0252833725
-0.0015061275,0.0803021447,2.0198824429
0.0417725885,-0.7491850469,0.7606350995
0.0426185889,-0.7469260436,0.7608910975
0.0436098231,-0.7447254075,0.7610868806
0.0447216455,-0.7425805546,0.7612308864
0.0459317914,-0.7404868140,0.7613328139
0.0472207169,-0.7384378540,0.7613993102
0.0485708644,-0.7364261659,0.7614341821
0.0499664403,-0.7344437402,0.7614394444
0.0513929092,-0.7324823232,0.7614160669
0.0528363470,-0.7305334268,0.7613642652
0.0542832157,-0.7285885287,0.7612835144
0.0557208318,-0.7266396484,0.7611725188
0.0571383383,-0.7246801540,0.7610292957
0.0585277313,-0.7227054810,0.7608514150
0.0598845095,-0.7207134689,0.7606363470
0.0612077082,-0.7187041384,0.7603818229
0.0624993159,-0.7166788278,0.7600861044
0.0637632422,-0.7146386541,0.7597480707
0.0650040723,-0.7125822699,0.7593670527
0.0662258130,-0.7105029619,0.7589423872
0.0674307574,-0.7083853348,0.7584727268
0.0686185059,-0.7062021681,0.7579552384
0.0697851350,-0.7039123828,0.7573849128
0.0709225102,-0.7014612321,0.7567542647
0.0720177810,-0.6987836199,0.7560536671
0.0730531531,-0.6958108146,0.7552724393
0.0740060587,-0.6924798933,0.7544005992
0.0748498326,-0.6887443272,0.7534309837
0.0755549291,-0.6845835451,0.7523612850
0.0760906156,-0.6800093313,0.7511955301
0.0764269789,-0.6750675351,0.7499446332
0.0765370010,-0.6698346249,0.7486258641
0.0763984456,-0.6644097578,0.7472613239
0.3442771376,0.5049473421,1.1177552133
0.3417234237,0.5063017735,1.1179476953
0.3391695969,0.5076560461,1.1181394490
0.3366150204,0.5090092530,1.1183251318
0.3340587828,0.5103600212,1.1184910533
0.3315010250,0.5117081427,1.1186173536
0.3289439780,0.5130554246,1.1186830683
0.3263920652,0.5144045694,1.1186693948
0.3238516425,0.5157565015,1.1185598265
0.3213312013,0.5171070333,1.1183382464
0.3188424199,0.5184437729,1.1179867816
0.3164018223,0.5197442024,1.1174849450
0.3140323376,0.5209757359,1.1168108305
0.3117639192,0.5220980808,1.1159441971
0.3096326251,0.5230675147,1.1148704905
0.3076780249,0.5238420762,1.1135844951
0.3059392834,0.5243864313,1.1120924526
0.3044505713,0.5246753674,1.1104119832
0.3032365199,0.5246953218,1.1085697647
0.3023083093,0.5244438791,1.1065974245
0.3016607712,0.5239275874,1.1045263928
0.3012707203,0.5231587024,1.1023825526
0.3010966584,0.5221515654,1.1001814980
0.3010800124,0.5209193111,1.0979251333
0.3011480968,0.5194715019,1.0956002312
0.3012189220,0.5178131080,1.0931793736
0.3012077404,0.5159450062,1.0906243912
0.3010348491,0.5138658616,1.0878919826
0.3006337488,0.5115749658,1.0849407331
0.2999584622,0.5090753753,1.0817383759
0.2989887657,0.5063766278,1.0782679950
0.2977323607,0.5034964038,1.0745320206
0.2962235417,0.5004607594,1.0705532945
0.2945185786,0.4973028785,1.0663730857
0.2926886339,0.4940606169,1.0620465293
0.2309988212,0.3717510991,0.6414791646
0.2293739999,0.3668167022,0.6398524320
0.2277329430,0.3618976741,0.6382127362
0.2260794527,0.3570093232,0.6365640162
0.2244170106,0.3521658521,0.6349101078
0.2227486677,0.3473798444,0.6332546482
0.2210769578,0.3426618430,0.6316009877
0.2194038387,0.3380200370,0.6299521119
0.2177306617,0.3334600678,0.6283105769
0.2160581688,0.3289849558,0.6266784578
0.2143865150,0.3245951446,0.6250573123
0.2127153144,0.3202886495,0.6234481593
0.2110437042,0.3160612940,0.6218514716
0.2093704241,0.3119070150,0.6202671832
0.2076939074,0.3078182155,0.6186947081
0.2060123803,0.3037861433,0.6171329705
0.2043239672,0.2998012778,0.6155804448
0.2026267999,0.2958537075,0.6140352029
0.2009191300,0.2919334881,0.6124949693
0.1991994412,0.2880309689,0.6109571802
0.1974665622,0.2841370847,0.6094190491
0.1957197757,0.2802436082,0.6078776351
0.1939589218,0.2763433608,0.6063299147
0.1921844897,0.2724303830,0.6047728568
0.1903976947,0.2685000612,0.6032034995
0.1886005325,0.2645492119,0.6016190272
0.1867958054,0.2605761208,0.6000168484
0.1849871157,0.2565805359,0.5983946709
0.1831788191,0.2525636131,0.5967505726
0.1813759382,0.2485278136,0.5950830658
0.1795840335,0.2444767547,0.5933911527
0.1778090345,0.2404150174,0.5916743675
0.1760570364,0.2363479169,0.5899328040
-0.7310642327,-0.2430542433,0.8696319293
-0.7310995311,-0.2418405349,0.8671779210
-0.7310864706,-0.2406266344,0.8647242343
-0.7310271545,-0.2394120499,0.8622718967
-0.7309252859,-0.2381950591,0.8598223282
-0.7307853445,-0.2369732360,0.8573771157
-0.7306116084,-0.2357441920,0.8549377181
-0.7304076320,-0.2345061167,0.8525052501
-0.7301761632,-0.2332580583,0.8500803628
-0.7299192750,-0.2319999861,0.8476632168
-0.7296385321,-0.2307326648,0.8452535479
-0.7293351068,-0.2294573701,0.8428508232
-0.7290098326,-0.2281755036,0.8404544562
-0.7286632217,-0.2268881844,0.8380640268
-0.7282954863,-0.2255958902,0.8356794246
-0.7279066068,-0.2242981713,0.8333008150
-0.7274964857,-0.2229933914,0.8309282845
-0.7270652181,-0.2216783782,0.8285609925
-0.7266134891,-0.2203478394,0.8261956645
-0.7261430782,-0.2189934528,0.8238243780
-0.7256574099,-0.2176027085,0.8214318487
-0.7251620433,-0.2161578165,0.8189927782
-0.7246649667,-0.2146352257,0.8164701510
-0.7241765587,-0.2130063782,0.8138154814
-0.7237091180,-0.2112401698,0.8109717728
-0.7232759407,-0.2093071778,0.8078793489
-0.7228900171,-0.2071851701,0.8044838992
-0.7225625128,-0.2048649092,0.8007453304
-0.7223012544,-0.2023550002,0.7966456014
-0.7221094497,-0.1996846191,0.7921938144
-0.7219848307,-0.1969033766,0.7874274141
-0.7219193309,-0.1940781936,0.7824092371
-0.7218993132,-0.1912877043,0.7772210647
0.1965011788,0.6861873387,1.5275646815
0.1978357118,0.6846424703,1.5251120702
0.1993330124,0.6831554400,1.5227261253
0.2009828068,0.6817627975,1.5203909209
0.2027689320,0.6804745255,1.5181000884
0.2046717321,0.6792823991,1.5158511088
0.2066698647,0.6781669495,1.5136423696
0.2087419588,0.6771044828,1.5114713384
0.2108672803,0.6760721177,1.5093333776
0.2130254236,0.6750498050,1.5072213356
0.2151957623,0.6740198305,1.5051260460
0.2173576345,0.6729649150,1.5030375705
0.2194922128,0.6718656864,1.5009468097
0.2215867398,0.6706976347,1.4988470835
0.2236410544,0.6694273942,1.4967353904
0.2256750074,0.6680087084,1.4946131494
0.2277339384,0.6663794693,1.4924862604
0.2298887658,0.6644620000,1.4903643382
0.2322282240,0.6621684828,1.4882590781
0.2348433197,0.6594119242,1.4861819249
0.2378071687,0.6561208692,1.4841414656
0.2411555904,0.6522542794,1.4821411366
0.2448740883,0.6478124552,1.4801778072
0.2488950290,0.6428408652,1.4782415831
0.2531057345,0.6374258051,1.4763168391
0.2573651037,0.6316830729,1.4743841661
-0.4903266511,-1.0775120001,0.7276386488
-0.4867252428,-1.0749203763,0.7298585992
-0.4830862984,-1.0722887645,0.7320743523
-0.4794288665,-1.0696232875,0.7342754287
-0.4757707437,-1.0669298546,0.7364530295
-0.4721278712,-1.0642139442,0.7386003055
-0.4685138820,-1.0614804367,0.7407124882
-0.4649398098,-1.0587334985,0.7427868880
-0.4614139544,-1.0559765121,0.7448227752
-0.4579418864,-1.0532120455,0.7468211660
-0.4545265652,-1.0504418469,0.7487845407
-0.4511685388,-1.0476668555,0.7507165224
-0.4478661943,-1.0448872122,0.7526215435
-0.4446160275,-1.0421022628,0.7545045222
-0.4414129078,-1.0393105444,0.7563705665
-0.4382503208,-1.0365097514,0.7582247180
-0.4351205771,-1.0336966826,0.7600717403
-0.4320149863,-1.0308671732,0.7619159534
-0.4289240005,-1.0280160222,0.7637611089
-0.4258373379,-1.0251369277,0.7656103002
-0.4227441010,-1.0222224452,0.7674658993
-0.4196329066,-1.0192639859,0.7693295099
-0.4164920419,-1.0162518717,0.7712019306
-0.4133096621,-1.0131754583,0.7730831200
-0.4100740373,-1.0100233382,0.7749721618
-0.4067738525,-1.0067836244,0.7768672264
-0.4033985566,-1.0034443108,0.7787655326
-0.3999387514,-0.9999936964,0.7806633129
-0.3963866006,-0.9964208514,0.7825557883
-0.3927362382,-0.9927160964,0.7844371616
-0.3889841490,-0.9888714592,0.7863006372
-0.3851294921,-0.9848810731,0.7881384747
-0.3811743425,-0.9807414770,0.7899420842
-0.3771238249,-0.9764517865,0.7917021657
-0.3729861250,-0.9720137077,0.7934088952
-0.3687723687,-0.9674313808,0.7950521532
-0.3644963685,-0.9627110523,0.7966217905
-0.3601742501,-0.9578605878,0.7981079191
-0.3558239754,-0.9528888552,0.7995012166
-0.3514647917,-0.9478050197,0.8007932268
-0.3505468623,-0.0836342344,0.7014662962
-0.3447305839,-0.0813137771,0.7015063992
-0.3389187125,-0.0790852775,0.7015437600
-0.3331579058,-0.0769556483,0.7015575427
-0.3274894090,-0.0749289521,0.7015271753
-0.3219471088,-0.0730064122,0.7014332822
-0.3165562510,-0.0711865369,0.7012585002
-0.3113328313,-0.0694653422,0.7009881265
-0.3062836101,-0.0678366459,0.7006105614
-0.3014066474,-0.0662924083,0.7001175306
-0.2966922295,-0.0648230918,0.6995040888
-0.2921240496,-0.0634180183,0.6987684231
-0.2876805174,-0.0620657093,0.6979114929
-0.2833360973,-0.0607541999,0.6969365501
-0.2790626063,-0.0594713270,0.6958485927
-0.2748304357,-0.0582049961,0.6946538058
-0.2706096887,-0.0569434337,0.6933590397
-0.2663712414,-0.0556754350,0.6919713700
-0.2620877470,-0.0543906125,0.6904977687
-0.2577345949,-0.0530796486,0.6889449068
-0.2532908261,-0.0517345466,0.6873190878
-0.2487399890,-0.0503488739,0.6856263010
-0.2440708985,-0.0489179786,0.6838723673
-0.2392782469,-0.0474391643,0.6820631416
-0.2343630050,-0.0459118012,0.6802047299
-0.2293325541,-0.0443373573,0.6783036781
-0.2242004992,-0.0427193354,0.6763670966
-0.2189861380,-0.0410631117,0.6744026917
-0.2137135895,-0.0393756784,0.6724186901
-0.2084106175,-0.0376653038,0.6704236554
-0.0085047475,0.0093804986,0.3087902421
-0.0090090249,0.0076877126,0.3025368728
-0.0094122254,0.0060516546,0.2963468927
-0.0096889702,0.0044963649,0.2902510374
-0.0098192249,0.0030425281,0.2842748143
-0.0097901376,0.0017058654,0.2784363876
-0.0095970867,0.0004959391,0.2727452886
-0.0092437786,-0.0005844420,0.2672021152
-0.0087414014,-0.0015391271,0.2617992131
-0.0081070021,-0.0023778509,0.2565221497
-0.0073613891,-0.0031148976,0.2513516434
-0.0065269168,-0.0037673670,0.2462655281
-0.0056254926,-0.0043532293,0.2412403257
-0.0046770395,-0.0048893233,0.2362520710
-0.0036985023,-0.0053894067,0.2312761630
-0.0027033282,-0.0058623235,0.2262861769
-0.0017012386,-0.0063103467,0.2212517411
-0.0006980724,-0.0067278035,0.2161357599
0.0003044598,-0.0071002072,0.2108914525
0.0013091250,-0.0074042762,0.2054598848
0.0023234392,-0.0076093783,0.1997689033
0.0033594932,-0.0076810132,0.1937345589
0.0044328674,-0.0075868194,0.1872661322
0.0055602412,-0.0073051574,0.1802755425
0.0067555930,-0.0068354896,0.1726910605
0.0080253917,-0.0062086179,0.1644737794
0.0093637917,-0.0054936435,0.1556334413
0.7582686609,-0.0906732054,1.2093515699
0.7530653274,-0.0887658127,1.2111611391
0.7478415619,-0.0869831554,1.2130384265
0.7426349794,-0.0853306835,1.2149719754
0.7374782877,-0.0838112026,1.2169502806
0.7323982376,-0.0824248194,1.2189621505
0.7274150518,-0.0811690370,1.2209969822
0.7225423137,-0.0800389835,1.2230449430
0.7177872563,-0.0790277391,1.2250970641
0.7131513653,-0.0781267287,1.2271452565
0.7086311965,-0.0773261406,1.2291822681
0.7042193054,-0.0766153403,1.2312016038
0.6999051947,-0.0759832485,1.2331974294
0.6956762037,-0.0754186675,1.2351644824
0.6915182798,-0.0749105424,1.2370980072
0.6874165995,-0.0744481552,1.2389937275
0.6833560212,-0.0740212572,1.2408478664
